Allele	BestAln	percScore
A_24:55	A_24:505	0.764
A_24:59	A_24:02	0.764
A_24:60	A_23:03	0.03
A_24:62	A_24:208	0.739
A_24:63	A_24:02	0.75
A_24:64	A_24:02	0.684
A_24:66	A_24:02	0.692
A_24:67	A_24:310	0.687
A_24:69	A_24:358	0.708
A_24:70	A_24:02	0.773
A_24:73	A_24:504	0.692
A_24:74	A_24:02	0.739
A_24:75	A_24:02	0.731
A_24:76	A_24:02	0.802
A_24:77	A_24:02	0.764
A_24:78	A_24:02	0.739
A_24:79	A_24:02	0.922
A_24:80	A_24:444	0.857
A_24:82	A_24:02	0.764
A_24:83	A_24:02	0.802
A_24:84	A_23:03	0.05
A_24:85	A_24:02	0.731
A_24:86	A_24:02	0.857
A_24:87	A_24:13	0.781
A_24:88	A_24:50	0.715
A_24:89	A_02:804	0.731
A_24:90	A_23:01	0.049
A_24:91	A_24:02	0.764
A_24:92	A_24:458	0.75
A_24:94	A_24:515	0.791
A_24:96	A_24:02	0.7
A_24:98	A_24:02	0.731
A_24:99	A_24:02	0.75
A_24:100	A_24:02	0.715
A_24:101	A_24:02	0.75
A_24:102	A_24:02	0.739
A_24:103	A_24:02	0.75
A_24:104	A_24:50	0.781
A_24:105	A_24:02	0.764
A_24:107	A_24:13	0.781
A_24:108	A_24:07	0.739
A_24:109	A_24:04	0.731
A_24:110	A_24:02	0.773
A_24:111	A_24:02	0.75
A_24:112	A_24:07	0.739
A_24:113	A_24:02	0.708
A_24:114	A_24:02	0.731
A_24:115	A_24:02	0.75
A_24:117	A_24:02	0.75
A_24:118	A_24:02	0.731
A_24:119	A_24:02	0.75
A_24:121	A_24:02	0.827
A_24:123	A_24:525	0.731
A_24:124	A_24:02	0.715
A_24:125	A_24:03	0.802
A_24:126	A_24:02	0.721
A_24:127	A_24:02	0.715
A_24:130	A_24:02	0.731
A_24:131	A_24:07	0.721
A_24:132	A_23:01	0.042
A_24:133	A_24:02	0.731
A_24:134	A_24:534	0.739
A_24:137	A_24:02	0.75
A_24:138	A_24:515	0.791
A_24:139	A_24:02	0.75
A_24:140	A_24:02	0.75
A_24:141	A_24:02	0.739
A_24:144	A_24:02	0.922
A_24:145	A_24:02	0.75
A_24:146	A_24:02	0.721
A_24:147	A_24:02	0.773
A_24:149	A_24:02	0.731
A_24:150	A_24:02	0.922
A_24:151	A_24:02	0.867
A_24:153	A_24:02	0.802
A_24:154	A_24:02	0.802
A_24:155	A_24:02	0.802
A_24:156	A_24:29	0.75
A_24:157	A_24:02	0.75
A_24:158	A_23:99	0.067
A_24:159	A_24:02	0.75
A_24:160	A_24:02	0.75
A_24:161	A_24:02	0.75
A_24:162	A_24:02	0.75
A_24:163	A_24:02	0.802
A_24:164	A_24:02	0.739
A_24:165	A_24:02	0.75
A_24:166	A_24:02	0.708
A_24:167	A_24:22	0.848
A_24:168	A_24:02	0.715
A_24:169	A_24:02	0.715
A_24:170	A_24:143	0.773
A_24:171	A_24:116	0.75
A_24:172	A_24:02	0.731
A_24:173	A_24:02	0.739
A_24:174	A_24:106	0.708
A_24:175	A_24:440	0.731
A_24:176	A_24:02	0.721
A_24:177	A_24:56	0.739
A_24:178	A_24:02	0.684
A_24:179	A_24:02	0.715
A_24:180	A_24:02	0.739
A_24:181	A_24:02	0.731
A_24:182	A_24:02	0.75
A_24:183	A_24:02	0.922
A_24:184	A_24:02	0.708
A_24:185	A_02:76	0.016
A_24:186	A_24:02	0.715
A_24:187	A_24:02	0.715
A_24:188	A_24:13	0.731
A_24:189	A_24:526	0.75
A_24:190	A_24:71	0.739
A_24:191	A_24:310	0.739
A_24:192	A_24:02	0.739
A_24:193	A_24:02	0.731
A_24:194	A_24:02	0.867
A_24:195	A_24:02	0.684
A_24:196	A_24:02	0.75
A_24:197	A_24:02	0.75
A_24:198	A_24:02	0.75
A_24:199	A_24:05	0.811
A_24:200	A_24:02	0.739
A_24:201	A_24:02	0.731
A_24:202	A_24:02	0.708
A_24:203	A_24:02	0.739
A_24:204	A_24:03	0.802
A_24:205	A_24:02	0.715
A_24:206	A_24:02	0.731
A_24:209	A_24:358	0.731
A_24:210	A_24:10	0.819
A_24:212	A_24:02	0.739
A_24:213	A_24:02	0.75
A_24:214	A_24:02	0.75
A_24:216	A_24:02	0.75
A_24:217	A_24:02	0.75
A_24:218	A_24:02	0.739
A_24:219	A_24:02	0.715
A_24:220	A_24:02	0.75
A_24:221	A_24:02	0.721
A_24:222	A_23:03	0.039
A_24:223	A_24:02	0.721
A_24:224	A_24:02	0.75
A_24:226	A_24:02	0.75
A_24:227	A_24:13	0.781
A_24:228	A_24:13	0.791
A_24:229	A_24:136	0.75
A_24:230	A_24:02	0.773
A_24:231	A_24:02	0.922
A_24:232	A_01:232	0.007
A_24:235	A_24:02	0.857
A_24:236	A_24:492	0.721
A_24:237	A_24:02	0.75
A_24:238	A_24:02	0.708
A_24:239	A_24:02	0.764
A_24:240	A_23:03	0.034
A_24:241	A_24:02	0.731
A_24:242	A_24:02	0.764
A_24:243	A_24:02	0.764
A_24:244	A_24:02	0.773
A_24:245	A_24:02	0.75
A_24:246	A_24:02	0.721
A_24:247	A_24:02	0.715
A_24:249	A_24:02	0.922
A_24:250	A_24:02	0.922
A_24:251	A_24:02	0.922
A_24:252	A_24:04	0.033
A_24:253	A_24:02	0.773
A_24:254	A_24:02	0.857
A_24:255	A_24:02	0.878
A_24:256	A_24:02	0.878
A_24:257	A_24:02	0.802
A_24:258	A_24:02	0.75
A_24:259	A_24:02	0.837
A_24:260	A_24:02	0.848
A_24:261	A_24:02	0.889
A_24:262	A_24:02	0.878
A_24:263	A_24:02	0.922
A_24:264	A_24:02	0.922
A_24:265	A_24:02	0.922
A_24:266	A_24:02	0.922
A_24:267	A_24:02	0.922
A_24:268	A_24:02	0.922
A_24:269	A_24:02	0.922
A_24:270	A_24:02	0.922
A_24:271	A_24:02	0.922
A_24:272	A_24:02	0.898
A_24:273	A_24:02	0.867
A_24:274	A_24:371	0.739
A_24:275	A_24:02	0.739
A_24:276	A_24:02	0.715
A_24:277	A_24:508	0.721
A_24:278	A_24:02	0.071
A_24:279	A_24:02	0.739
A_24:281	A_24:02	0.739
A_24:282	A_24:02	0.75
A_24:283	A_24:02	0.731
A_24:284	A_24:02	0.75
A_24:285	A_24:13	0.739
A_24:286	A_24:02	0.75
A_24:287	A_24:02	0.739
A_24:288	A_24:07	0.703
A_24:289	A_24:527	0.715
A_24:290	A_24:129	0.467
A_24:291	A_24:14	0.827
A_24:292	A_24:484	0.721
A_24:294	A_24:07	0.524
A_24:295	A_24:02	0.715
A_24:296	A_24:208	0.764
A_24:297	A_24:02	0.773
A_24:298	A_24:02	0.715
A_24:299	A_24:03	0.75
A_24:300	A_24:10	0.811
A_24:301	A_24:02	0.764
A_24:303	A_24:54	0.072
A_24:304	A_24:481	0.731
A_24:305	A_24:484	0.715
A_24:306	A_24:02	0.715
A_24:307	A_24:02	0.708
A_24:308	A_24:25	0.703
A_24:309	A_24:30	0.781
A_24:311	A_24:02	0.75
A_24:312	A_02:76	0.005
A_24:313	A_24:02	0.827
A_24:315	A_23:04	0.715
A_24:316	A_24:02	0.721
A_24:317	A_24:407	0.715
A_24:318	A_24:02	0.75
A_24:319	A_24:02	0.708
A_24:320	A_24:02	0.75
A_24:322	A_24:02	0.739
A_24:323	A_24:13	0.06
A_24:324	A_24:57	0.721
A_24:325	A_24:504	0.721
A_24:326	A_24:02	0.75
A_24:327	A_24:02	0.75
A_24:328	A_24:02	0.731
A_24:329	A_24:02	0.692
A_24:330	A_24:208	0.731
A_24:332	A_24:02	0.764
A_24:333	A_24:02	0.721
A_24:334	A_24:02	0.731
A_24:335	A_24:02	0.75
A_24:336	A_24:02	0.708
A_24:337	A_24:20	0.715
A_24:338	A_24:248	0.721
A_24:339	A_24:22	0.731
A_24:340	A_24:10	0.781
A_24:342	A_24:310	0.764
A_24:343	A_24:02	0.731
A_24:344	A_24:02	0.721
A_24:345	A_24:02	0.739
A_24:346	A_24:02	0.731
A_24:347	A_24:07	0.731
A_24:348	A_24:02	0.739
A_24:349	A_24:02	0.731
A_24:350	A_24:02	0.739
A_24:351	A_24:02	0.75
A_24:353	A_24:02	0.922
A_24:354	A_24:02	0.802
A_24:357	A_24:494	0.066
A_24:359	A_23:80	0.022
A_24:360	A_24:02	0.692
A_24:365	A_24:02	0.773
A_24:366	A_24:02	0.764
A_24:370	A_23:01	0.022
A_24:374	A_24:03	0.791
A_24:375	A_24:02	0.75
A_24:376	A_24:13	0.781
A_24:377	A_24:02	0.764
A_24:378	A_24:02	0.692
A_24:379	A_24:30	0.635
A_24:380	A_24:02	0.75
A_24:381	A_24:355	0.739
A_24:382	A_24:02	0.708
A_24:383	A_24:02	0.802
A_24:384	A_24:02	0.773
A_24:385	A_24:02	0.802
A_24:386	A_24:02	0.708
A_24:388	A_24:02	0.922
A_24:389	A_24:31	0.023
A_24:390	A_24:02	0.764
A_24:391	A_24:02	0.773
A_24:392	A_23:09	0.75
A_24:393	A_24:02	0.75
A_24:394	A_24:71	0.819
A_24:395	A_24:05	0.773
A_24:396	A_23:101	0.037
A_24:408	A_23:01	0.062
A_24:413	A_24:02	0.867
A_24:415	A_24:02	0.677
A_24:416	A_24:02	0.715
A_24:421	A_24:02	0.731
A_24:425	A_23:01	0.035
A_24:426	A_23:01	0.018
A_24:427	A_24:02	0.922
A_24:428	A_23:01	0.019
A_24:429	A_24:420	0.061
A_24:430	A_24:02	0.922
A_24:432	A_24:02	0.739
A_24:433	A_24:02	0.079
A_24:434	A_23:80	0.011
A_24:435	A_23:01	0.029
A_24:445	A_23:97	0.049
A_24:446	A_24:405	0.7
A_24:448	A_24:02	0.922
A_24:449	A_24:02	0.75
A_24:452	A_24:02	0.75
A_24:456	A_24:68	0.081
A_24:467	A_24:02	0.867
A_24:473	A_24:02	0.922
A_24:480	A_24:02	0.764
A_24:491	A_24:152	0.721
A_24:496	A_24:02	0.922
A_24:510	A_24:07	0.898
A_24:513	A_24:02	0.922
A_24:514	A_24:68	0.083
A_24:517	A_23:01	0.028
A_24:518	A_34:23	0.017
A_24:520	A_24:02	0.802
A_24:529	A_34:23	0.012
A_24:536	A_24:02	0.677
A_24:537	A_24:02	0.857
A_24:538	A_24:02	0.922
A_24:539	A_24:02	0.867
A_24:540	A_24:03	0.922
A_24:541	A_24:07	0.811
A_24:542	A_24:02	0.867
A_24:543	A_24:02	0.922
A_24:544	A_24:07	0.898
A_24:545	A_24:02	0.922
A_24:546	A_24:02	0.922
A_24:547	A_24:02	0.922
A_24:548	A_24:02	0.922
A_24:549	A_24:02	0.848
A_24:550	A_24:02	0.922
A_24:551	A_24:499	0.819
A_24:552	A_24:02	0.922
A_24:553	A_24:02	0.857
A_24:554	A_24:02	0.867
A_24:555	A_11:190	0.66
A_24:556	A_24:405	0.034
A_24:557	A_24:41	0.811
A_24:558	A_24:02	0.922
A_24:559	A_24:02	0.819
A_24:560	A_24:02	0.837
A_24:561	A_24:407	0.848
A_24:562	A_24:02	0.802
A_24:563	A_24:03	0.922
A_24:564	A_24:02	0.922
A_24:565	A_24:02	0.922
A_24:566	A_24:07	0.837
A_24:567	A_24:362	0.009
A_24:568	A_24:02	0.922
A_24:569	A_23:13	0.819
A_24:570	A_24:03	0.942
A_24:571	A_24:02	0.827
A_24:572	A_24:405	0.867
A_24:573	A_24:02	0.922
A_24:574	A_24:07	0.848
A_24:575	A_24:02	0.922
A_24:576	A_24:02	0.922
A_24:577	A_24:02	0.721
A_24:578	A_24:248	0.848
A_24:579	A_24:02	0.802
A_24:580	A_24:02	0.878
A_24:581	A_24:02	0.922
A_24:582	A_24:02	0.922
A_24:583	A_24:02	0.848
A_24:584	A_24:02	0.867
A_24:585	A_24:02	0.922
A_24:586	A_24:439	0.01
A_24:587	A_24:02	0.922
A_24:588	A_24:02	0.819
A_24:589	A_24:02	0.827
A_24:590	A_24:02	0.867
A_24:591	A_24:02	0.922
A_24:592	A_24:02	0.715
A_24:593	A_24:02	0.764
A_24:594	A_24:02	0.837
A_24:595	A_24:02	0.922
A_24:596	A_01:88	0.003
A_24:597	A_23:01	0.048
A_24:598	A_24:02	0.922
A_24:599	A_24:22	0.908
A_24:600	A_24:02	0.773
A_25:03	A_25:27	0.97
A_25:06	A_25:27	0.949
A_25:07	A_25:27	0.984
A_25:08	A_25:27	0.954
A_25:10	A_25:27	0.931
A_25:12	A_25:27	0.072
A_25:13	A_25:27	0.942
A_25:14	A_25:27	0.922
A_25:15	A_25:27	0.931
A_25:16	A_25:27	0.97
A_25:17	A_25:27	0.961
A_25:18	A_25:27	0.931
A_25:19	A_25:01	0.974
A_25:20	A_25:27	0.949
A_25:21	A_25:27	0.961
A_25:22	A_25:27	0.961
A_25:23	A_25:27	0.931
A_25:25	A_25:27	0.942
A_25:26	A_25:27	0.942
A_25:28	A_25:09	0.908
A_25:30	A_25:27	0.764
A_25:31	A_25:27	0.961
A_25:32	A_25:27	0.931
A_25:33	A_25:27	0.961
A_25:34	A_25:27	0.954
A_25:35	A_25:27	0.942
A_25:36	A_25:65	0.878
A_25:37	A_25:27	0.942
A_25:42	A_25:01	0.073
A_25:45	A_25:27	0.961
A_25:49	A_25:01	0.819
A_25:64	A_25:01	0.994
A_25:69	A_02:30	0.003
A_25:74	A_25:01	0.998
A_25:75	A_25:02	0.995
A_25:76	A_25:01	0.994
A_25:77	A_25:39	0.922
A_25:78	A_25:01	0.987
A_25:79	A_25:01	0.984
A_25:80	A_25:01	0.994
A_25:81	A_25:46	0.635
A_25:82	A_25:46	0.677
A_25:83	A_25:46	0.984
A_25:84	A_25:01	0.996
A_25:85	A_25:01	0.998
A_26:06	A_26:03	0.997
A_26:11	A_26:130	0.074
A_26:13	A_26:20	0.961
A_26:19	A_26:184	0.848
A_26:21	A_26:03	0.961
A_26:22	A_26:20	0.984
A_26:23	A_26:20	0.949
A_26:24	A_26:01	1
A_26:25	A_68:21	0.027
A_26:28	A_26:52	0.942
A_26:29	A_26:15	0.791
A_26:30	A_26:03	0.995
A_26:32	A_26:20	0.908
A_26:33	A_26:20	0.827
A_26:34	A_26:20	0.942
A_26:35	A_26:20	0.961
A_26:36	A_26:20	0.954
A_26:37	A_26:20	0.97
A_26:38	A_26:196	0.961
A_26:40	A_26:20	0.976
A_26:41	A_26:20	0.97
A_26:43	A_26:20	0.908
A_26:45	A_26:20	0.949
A_26:46	A_26:20	0.974
A_26:48	A_26:08	0.898
A_26:49	A_26:20	0.837
A_26:51	A_26:20	0.961
A_26:53	A_26:20	0.961
A_26:54	A_26:20	0.97
A_26:55	A_26:20	0.942
A_26:56	A_26:20	0.987
A_26:57	A_26:20	0.97
A_26:58	A_26:20	0.949
A_26:59	A_26:20	0.97
A_26:60	A_26:20	0.05
A_26:61	A_26:20	0.974
A_26:62	A_26:20	0.979
A_26:64	A_26:20	0.942
A_26:65	A_26:20	0.954
A_26:66	A_26:20	0.976
A_26:67	A_26:08	0.857
A_26:68	A_26:20	0.898
A_26:69	A_26:20	0.97
A_26:70	A_26:01	0.994
A_26:71	A_02:99	0.014
A_26:72	A_26:184	0.97
A_26:73	A_26:08	0.908
A_26:74	A_26:01	0.995
A_26:75	A_26:20	0.979
A_26:76	A_26:20	0.974
A_26:77	A_26:20	0.979
A_26:78	A_26:03	0.931
A_26:79	A_26:20	0.949
A_26:80	A_26:20	0.954
A_26:81	A_26:08	0.922
A_26:82	A_26:20	0.987
A_26:83	A_26:20	0.949
A_26:84	A_26:20	0.942
A_26:85	A_26:20	0.961
A_26:86	A_26:08	0.867
A_26:87	A_26:20	0.976
A_26:88	A_26:20	0.961
A_26:90	A_26:20	0.954
A_26:91	A_26:08	0.802
A_26:92	A_26:07	0.819
A_26:93	A_26:20	0.961
A_26:94	A_26:20	0.942
A_26:96	A_26:20	0.974
A_26:97	A_26:20	0.961
A_26:98	A_26:01	1
A_26:99	A_26:01	1
A_26:100	A_26:20	0.961
A_26:101	A_26:20	0.974
A_26:102	A_26:20	0.974
A_26:103	A_26:09	0.994
A_26:105	A_26:20	0.954
A_26:106	A_26:20	0.976
A_26:107	A_26:01	0.058
A_26:108	A_26:20	0.97
A_26:109	A_26:20	0.942
A_26:110	A_26:20	0.97
A_26:111	A_26:03	0.997
A_26:112	A_26:18	0.837
A_26:113	A_26:20	0.961
A_26:114	A_26:20	0.942
A_26:116	A_26:20	0.942
A_26:117	A_26:01	1
A_26:118	A_26:196	0.998
A_26:119	A_26:20	0.976
A_26:120	A_26:20	0.976
A_26:121	A_26:20	0.974
A_26:122	A_26:20	0.974
A_26:123	A_26:20	0.974
A_26:124	A_26:08	0.878
A_26:126	A_26:20	0.974
A_26:127	A_26:20	0.065
A_26:128	A_26:20	0.97
A_26:132	A_26:02	0.931
A_26:138	A_26:02	0.954
A_26:139	A_26:20	0.942
A_26:140	A_26:20	0.961
A_26:141	A_26:20	0.974
A_26:142	A_26:20	0.984
A_26:143	A_26:20	0.949
A_26:144	A_26:20	0.979
A_26:145	A_02:99	0.016
A_26:146	A_26:08	0.827
A_26:147	A_26:20	0.889
A_26:155	A_26:20	0.942
A_26:158	A_26:20	0.949
A_26:160	A_26:20	0.987
A_26:161	A_26:200	0.06
A_26:166	A_26:01	1
A_26:174	A_26:20	0.942
A_26:176	A_26:20	0.867
A_26:177	A_26:03	0.931
A_26:180	A_26:20	0.987
A_26:190	A_26:20	0.961
A_26:191	A_26:01	1
A_26:193	A_26:03	0.922
A_26:202	A_01:88	0.003
A_26:205	A_26:09	0.802
A_26:206	A_26:01	0.063
A_26:210	A_26:01	0.07
A_26:215	A_26:01	0.997
A_26:216	A_26:01	0.994
A_26:217	A_26:08	0.986
A_26:218	A_26:135	0.995
A_26:219	A_26:08	0.979
A_26:220	A_26:01	1
A_26:221	A_26:01	0.997
A_26:222	A_26:01	1
A_26:223	A_26:01	1
A_26:224	A_26:02	0.997
A_26:225	A_26:01	0.996
A_26:226	A_26:08	0.979
A_26:227	A_26:03	0.997
A_26:228	A_26:01	1
A_26:229	A_26:03	0.997
A_26:230	A_11:277	0.011
A_26:231	A_26:08	0.97
A_26:232	A_26:02	1
A_29:05	A_29:132	0.764
A_29:06	A_29:02	0.739
A_29:07	A_29:154	0.739
A_29:08	A_02:243	0.013
A_29:13	A_32:129	0.356
A_29:15	A_29:101	0.773
A_29:16	A_29:101	0.781
A_29:17	A_29:101	0.721
A_29:18	A_29:14	0.721
A_29:19	A_29:39	0.635
A_29:20	A_29:101	0.773
A_29:21	A_29:02	0.708
A_29:22	A_29:129	0.708
A_29:24	A_29:101	0.773
A_29:25	A_29:02	0.75
A_29:26	A_29:02	0.791
A_29:27	A_29:02	0.703
A_29:28	A_29:101	0.764
A_29:29	A_29:02	0.721
A_29:31	A_29:02	0.703
A_29:33	A_29:03	0.445
A_29:34	A_29:02	0.739
A_29:35	A_29:02	0.764
A_29:36	A_29:02	0.7
A_29:38	A_29:02	0.715
A_29:41	A_29:02	0.715
A_29:42	A_29:02	0.721
A_29:43	A_29:02	0.708
A_29:44	A_29:02	0.731
A_29:45	A_29:02	0.739
A_29:47	A_29:02	0.715
A_29:48	A_02:152	0.667
A_29:49	A_29:101	0.781
A_29:50	A_29:02	0.708
A_29:51	A_29:09	0.644
A_29:52	A_29:02	0.75
A_29:53	A_29:02	0.75
A_29:54	A_29:02	0.731
A_29:55	A_29:101	0.75
A_29:56	A_29:01	0.889
A_29:57	A_29:01	0.857
A_29:58	A_29:01	0.878
A_29:59	A_29:02	0.708
A_29:60	A_29:101	0.791
A_29:61	A_29:101	0.75
A_29:62	A_29:101	0.739
A_29:63	A_29:02	0.703
A_29:64	A_29:101	0.764
A_29:65	A_29:02	0.703
A_29:66	A_29:02	0.721
A_29:67	A_29:101	0.764
A_29:68	A_29:02	0.708
A_29:69	A_29:09	0.721
A_29:70	A_29:02	0.857
A_29:72	A_29:02	0.731
A_29:73	A_29:09	0.687
A_29:74	A_29:02	0.687
A_29:75	A_29:02	0.791
A_29:76	A_29:101	0.773
A_29:77	A_29:101	0.75
A_29:78	A_29:101	0.027
A_29:79	A_29:101	0.75
A_29:80	A_29:132	0.739
A_29:81	A_29:101	0.721
A_29:82	A_29:101	0.731
A_29:83	A_29:101	0.75
A_29:85	A_29:02	0.764
A_29:86	A_29:02	0.731
A_29:88	A_29:02	0.848
A_29:89	A_29:129	0.721
A_29:91	A_29:02	0.703
A_29:96	A_29:02	0.739
A_29:97	A_29:02	0.739
A_29:98	A_29:101	0.715
A_29:99	A_29:101	0.764
A_29:102	A_29:02	0.739
A_29:103	A_29:02	0.802
A_29:104	A_29:87	0.715
A_29:105	A_29:02	0.687
A_29:106	A_29:02	0.708
A_29:107	A_29:101	0.739
A_29:108	A_29:02	0.75
A_29:111	A_29:02	0.703
A_29:112	A_29:101	0.028
A_29:113	A_29:101	0.731
A_29:125	A_29:101	0.731
A_29:126	A_29:40	0.08
A_29:136	A_29:101	0.75
A_29:156	A_29:02	0.848
A_29:157	A_29:01	0.878
A_29:158	A_29:02	0.857
A_29:159	A_29:39	0.764
A_29:160	A_29:02	0.908
A_29:161	A_29:10	0.848
A_29:162	A_29:01	0.878
A_29:163	A_29:02	0.739
A_29:164	A_29:01	0.802
A_29:165	A_29:02	0.837
A_29:166	A_29:01	0.931
A_29:167	A_29:02	0.908
A_29:168	A_29:02	0.848
A_29:169	A_29:01	0.931
A_29:170	A_29:01	0.931
A_29:171	A_29:01	0.857
A_29:172	A_29:01	0.867
A_29:173	A_29:02	0.819
A_29:174	A_29:01	0.878
A_29:175	A_29:02	0.908
A_30:06	A_30:04	0.878
A_30:13	A_30:16	0.703
A_30:14	A_30:39	0.802
A_30:15	A_30:01	0.954
A_30:17	A_30:90	0.75
A_30:18	A_30:39	0.848
A_30:19	A_30:39	0.857
A_30:20	A_30:39	0.857
A_30:22	A_30:03	0.692
A_30:23	A_30:39	0.848
A_30:24	A_30:39	0.908
A_30:26	A_30:39	0.739
A_30:27	A_30:12	0.069
A_30:29	A_30:04	0.781
A_30:30	A_30:39	0.811
A_30:32	A_30:12	0.773
A_30:33	A_30:12	0.867
A_30:34	A_30:12	0.781
A_30:35	A_30:39	0.837
A_30:36	A_30:39	0.857
A_30:37	A_30:39	0.837
A_30:38	A_30:39	0.848
A_30:40	A_30:39	0.848
A_30:41	A_30:39	0.837
A_30:42	A_30:39	0.837
A_30:43	A_30:39	0.848
A_30:44	A_30:16	0.837
A_30:45	A_30:12	0.819
A_30:46	A_30:90	0.739
A_30:47	A_30:12	0.848
A_30:48	A_30:39	0.819
A_30:49	A_30:39	0.811
A_30:50	A_30:12	0.791
A_30:52	A_30:39	0.791
A_30:53	A_30:39	0.867
A_30:54	A_30:39	0.857
A_30:55	A_30:186	0.819
A_30:56	A_30:39	0.857
A_30:57	A_30:12	0.802
A_30:58	A_30:39	0.819
A_30:59	A_30:01	0.056
A_30:60	A_30:39	0.867
A_30:61	A_30:12	0.811
A_30:62	A_30:39	0.857
A_30:63	A_30:39	0.857
A_30:64	A_30:12	0.802
A_30:65	A_30:39	0.878
A_30:66	A_30:162	0.827
A_30:67	A_30:12	0.819
A_30:68	A_30:12	0.802
A_30:69	A_30:12	0.827
A_30:70	A_24:440	0.012
A_30:72	A_30:39	0.848
A_30:73	A_30:39	0.07
A_30:74	A_30:39	0.848
A_30:75	A_30:39	0.715
A_30:76	A_30:39	0.004
A_30:77	A_30:04	0.931
A_30:78	A_24:362	0.01
A_30:79	A_30:01	0.931
A_30:80	A_30:12	0.827
A_30:81	A_30:01	0.974
A_30:82	A_30:39	0.857
A_30:83	A_30:39	0.811
A_30:84	A_30:12	0.819
A_30:85	A_30:12	0.802
A_30:86	A_30:39	0.811
A_30:87	A_30:39	0.857
A_30:88	A_30:10	0.802
A_30:91	A_30:39	0.848
A_30:92	A_30:39	0.848
A_30:93	A_30:39	0.867
A_30:94	A_30:39	0.857
A_30:95	A_30:39	0.908
A_30:96	A_30:39	0.867
A_30:97	A_30:39	0.811
A_30:98	A_30:39	0.848
A_30:102	A_30:39	0.811
A_30:103	A_30:04	0.837
A_30:104	A_30:39	0.857
A_30:109	A_30:39	0.857
A_30:110	A_30:39	0.827
A_30:112	A_30:39	0.908
A_30:113	A_30:39	0.867
A_30:115	A_30:01	0.974
A_30:116	A_30:39	0.837
A_30:117	A_30:04	0.867
A_30:118	A_30:39	0.819
A_30:119	A_30:12	0.802
A_30:120	A_30:39	0.811
A_30:121	A_30:12	0.063
A_30:122	A_30:39	0.764
A_30:123	A_30:39	0.048
A_30:124	A_30:12	0.827
A_30:127	A_30:12	0.791
A_30:130	A_30:01	0.974
A_30:132	A_30:01	0.974
A_30:145	A_30:172	0.067
A_30:154	A_30:39	0.857
A_30:158	A_30:160	0.067
A_30:170	A_30:01	0.974
A_30:171	A_30:01	0.974
A_30:176	A_30:01	0.942
A_30:178	A_30:39	0.062
A_30:184	A_30:01	0.764
A_30:189	A_30:02	0.908
A_30:190	A_30:01	0.974
A_30:191	A_30:01	0.949
A_30:192	A_30:01	0.974
A_30:193	A_30:02	0.97
A_30:194	A_30:01	0.931
A_30:195	A_30:01	0.898
A_30:196	A_30:01	0.889
A_30:197	A_30:01	0.105
A_30:198	A_30:02	0.889
A_30:199	A_30:01	0.889
A_30:200	A_30:02	0.97
A_30:201	A_30:01	0.974
A_30:202	A_30:01	0.954
A_30:203	A_30:01	0.898
A_30:204	A_30:139	0.038
A_30:205	A_30:01	0.974
A_30:206	A_30:02	0.878
A_30:207	A_30:01	0.974
A_30:208	A_30:02	0.97
A_30:209	A_24:508	0
A_31:03	A_31:04	0.739
A_31:05	A_31:18	0.75
A_31:10	A_31:07	0.773
A_31:11	A_31:138	0.922
A_31:14	A_31:01	0.942
A_31:17	A_31:01	0.773
A_31:19	A_31:01	0.773
A_31:21	A_31:01	0.75
A_31:22	A_31:01	0.75
A_31:23	A_31:01	0.819
A_31:24	A_31:136	0.667
A_31:25	A_31:01	0.764
A_31:26	A_31:01	0.764
A_31:27	A_31:171	0.731
A_31:28	A_31:01	0.773
A_31:29	A_31:146	0.773
A_31:31	A_31:01	0.889
A_31:33	A_31:01	0.857
A_31:34	A_31:01	0.898
A_31:35	A_31:01	0.781
A_31:37	A_31:01	0.739
A_31:38	A_31:01	0.75
A_31:39	A_31:01	0.739
A_31:41	A_31:01	0.764
A_31:42	A_31:01	0.739
A_31:43	A_31:01	0.781
A_31:44	A_33:40	0.739
A_31:45	A_31:01	0.739
A_31:47	A_31:01	0.75
A_31:49	A_31:01	0.721
A_31:50	A_31:01	0.764
A_31:51	A_31:01	0.773
A_31:52	A_31:01	0.75
A_31:53	A_31:01	0.898
A_31:54	A_31:01	0.764
A_31:55	A_31:01	0.819
A_31:56	A_31:01	0.942
A_31:57	A_31:01	0.781
A_31:58	A_31:01	0.75
A_31:59	A_31:01	0.819
A_31:60	A_31:01	0.041
A_31:61	A_31:18	0.677
A_31:62	A_31:01	0.66
A_31:63	A_31:01	0.731
A_31:64	A_31:01	0.781
A_31:65	A_31:01	0.889
A_31:66	A_31:01	0.764
A_31:67	A_31:01	0.715
A_31:68	A_31:01	0.764
A_31:69	A_31:01	0.721
A_31:70	A_31:01	0.731
A_31:71	A_31:01	0.819
A_31:72	A_31:01	0.819
A_31:73	A_31:01	0.781
A_31:74	A_31:01	0.867
A_31:75	A_31:01	0.773
A_31:76	A_31:01	0.773
A_31:77	A_31:01	0.773
A_31:78	A_31:01	0.773
A_31:79	A_29:14	0.715
A_31:80	A_31:147	0.739
A_31:81	A_31:01	0.942
A_31:82	A_31:01	0.889
A_31:83	A_31:01	0.781
A_31:84	A_31:01	0.75
A_31:85	A_31:01	0.773
A_31:86	A_31:01	0.75
A_31:87	A_31:01	0.781
A_31:88	A_31:01	0.773
